common_name,name,current_resident,dob,birth_type,dod,age,weight,age_at_wt_y
Crowned Lemur,Nephthys,N,1989-05-26,captive,NA,20.88,1049,1.03
Crowned Lemur,Nut,N,1992-04-06,captive,1999-01-22,6.8,1420,4.86
Crowned Lemur,Osiris,N,1991-05-13,captive,1997-09-14,6.35,1620,5.76
Crowned Lemur,Pepi,N,1996-05-01,captive,2007-07-14,11.21,1660,11.16
Crowned Lemur,Ptolomy,N,1980-04-28,captive,1997-02-23,16.84,1990,15.43
Crowned Lemur,Ra,N,1977-07-07,captive,1983-03-25,5.72,1398,5.67
Crowned Lemur,Ramses,N,1975-05-27,captive,1993-10-30,18.44,1879,9.28
Crowned Lemur,Ramses Ii,N,1989-04-17,captive,1998-01-12,8.75,879,1.14
Crowned Lemur,Redjedef,N,1992-05-15,captive,2017-10-30,25.48,1680,4.75
Crowned Lemur,Sanura,Y,2014-06-02,captive,NA,4.68,1760,4.64
Crowned Lemur,Seker,N,1995-05-03,captive,2014-06-03,19.1,1640,19.1
Crowned Lemur,Serapis,N,1981-04-14,captive,2007-07-04,26.24,1802,10.22
Crowned Lemur,Seshat,Y,2010-07-13,captive,NA,8.58,1800,8.52
Crowned Lemur,Seshat-A,N,2012-07-05,captive,2012-07-05,0,43,0
Crowned Lemur,Seshen,Y,2015-05-18,captive,NA,3.73,1740,3.67
Crowned Lemur,Sesostris,N,1994-05-30,captive,2018-02-10,23.72,1240,1.18
Crowned Lemur,Set,Y,1995-04-30,captive,NA,23.79,1660,23.74
Crowned Lemur,Sethi,N,1985-06-23,captive,1988-01-29,2.6,1335,2.59
Crowned Lemur,Shezmu,Y,2017-05-25,captive,NA,1.7,1480,1.66
Crowned Lemur,Sitamon,N,1980-10-01,wild,1987-04-08,6.52,1494,5.77
Crowned Lemur,Tasherit,N,2002-04-15,captive,NA,15.52,1480,14.56
Crowned Lemur,Tefnut,N,1991-05-21,captive,2005-10-31,14.46,1400,14.45
Crowned Lemur,Thuya,N,1980-10-01,wild,1990-06-15,9.71,1031,9.69
Crowned Lemur,Tutankhamun,N,1982-04-17,captive,2000-08-15,18.34,1816,7.76
Crowned Lemur,Xonsu,N,2013-04-21,captive,NA,3.67,1500,3.61
Crowned Lemur,Zoser,N,1979-10-01,wild,2002-07-01,22.76,950,22.75
Crowned Lemur,Zuberi,Y,2014-07-16,captive,NA,4.56,1820,4.52
Eastern Lesser Bamboo Lemur,Beamish,N,1996-03-27,captive,2009-02-25,12.93,700,12.92
Eastern Lesser Bamboo Lemur,Bean,N,1996-05-24,captive,1999-01-11,2.64,770,2.63
Eastern Lesser Bamboo Lemur,Beatle,N,1993-05-03,captive,2003-04-30,10,1010,3.38
Eastern Lesser Bamboo Lemur,Beatnik,N,1989-04-23,captive,2004-12-18,15.67,760,5
Eastern Lesser Bamboo Lemur,Beauty,N,1982-12-01,wild,1984-11-13,1.95,762,1.86
Eastern Lesser Bamboo Lemur,Beauty-A,N,1984-11-12,captive,1984-11-12,0,51,0
Eastern Lesser Bamboo Lemur,Beavis,Y,1997-04-08,captive,NA,21.85,1180,21.81
Eastern Lesser Bamboo Lemur,Becalmed,N,1979-05-05,captive,1988-06-29,9.16,1175,9.15
Eastern Lesser Bamboo Lemur,Beclouded,N,1976-12-01,wild,1997-08-13,20.71,550,20.71
Eastern Lesser Bamboo Lemur,Beclouded,N,1976-12-01,wild,1997-08-13,20.71,540,20.71
Eastern Lesser Bamboo Lemur,Beclouded,N,1976-12-01,wild,1997-08-13,20.71,550,20.71
Eastern Lesser Bamboo Lemur,Beclouded-A,N,1985-02-04,captive,1985-02-05,0,36,0
Eastern Lesser Bamboo Lemur,Beclouded-B,N,1985-11-21,captive,1985-11-25,0.01,43,0
Eastern Lesser Bamboo Lemur,Beclouded-C,N,1993-05-11,captive,1993-05-16,0.01,58,0.01
Eastern Lesser Bamboo Lemur,Becool,N,1998-05-09,captive,2012-08-21,14.3,765,14.3
Eastern Lesser Bamboo Lemur,Bedazzeled,N,1980-12-01,wild,1984-03-21,3.3,1157.5,2.93
Eastern Lesser Bamboo Lemur,Bedeviled,N,1980-06-20,captive,1995-03-16,14.75,730,14.74
Eastern Lesser Bamboo Lemur,Bedouin,N,1993-03-23,captive,1994-09-09,1.47,640,1.46
Eastern Lesser Bamboo Lemur,Beecher,N,1995-05-09,captive,2011-08-01,16.24,1050,7.92
Eastern Lesser Bamboo Lemur,Beejay,N,1993-05-21,captive,2001-07-12,8.15,1040,8.14
Eastern Lesser Bamboo Lemur,Beejay,N,1993-05-21,captive,2001-07-12,8.15,1040,8.14
Eastern Lesser Bamboo Lemur,Beeper,N,1998-10-06,captive,2017-08-11,18.86,870,18.84
Eastern Lesser Bamboo Lemur,Beeper,N,1998-10-06,captive,2017-08-11,18.86,880,18.84
Eastern Lesser Bamboo Lemur,Befuddeled,N,1975-06-23,captive,1998-11-09,23.4,580,23.39
Eastern Lesser Bamboo Lemur,Begotten,N,1987-04-14,captive,1997-07-23,10.28,810,7.02
Eastern Lesser Bamboo Lemur,Beguiled,N,1974-06-15,captive,1977-11-28,3.46,64,0.02
Eastern Lesser Bamboo Lemur,Behave,N,1991-07-08,captive,2003-06-29,11.98,690,11.98
Eastern Lesser Bamboo Lemur,Behemoth,N,1989-05-01,captive,2003-01-31,13.76,880,13.65
Eastern Lesser Bamboo Lemur,Behemoth-A,N,1996-05-24,captive,1996-05-24,0,44,0
Eastern Lesser Bamboo Lemur,Behemoth-B,N,1998-08-02,captive,1998-08-02,0,33,0
Eastern Lesser Bamboo Lemur,Behind,N,1988-05-02,captive,1994-06-05,6.1,800,6.1
Eastern Lesser Bamboo Lemur,Bejeebers,N,1991-05-15,captive,1998-07-01,7.13,660,7.13
Eastern Lesser Bamboo Lemur,Bejeweled,N,1994-05-13,captive,2005-03-14,10.84,1160,3.98
Eastern Lesser Bamboo Lemur,Belittle,N,1996-04-09,captive,2008-10-23,12.55,1090,2.01
Eastern Lesser Bamboo Lemur,Beloved,N,1983-12-01,wild,1996-12-15,13.05,670,13.02
Eastern Lesser Bamboo Lemur,Beltane,N,1994-04-12,captive,2002-01-27,7.8,900,7.79
Eastern Lesser Bamboo Lemur,Bemerry,N,1984-12-01,wild,1994-09-08,9.78,1030,9.74
Eastern Lesser Bamboo Lemur,Bemused,N,1975-04-01,captive,1985-06-02,10.18,1203,10.07
Eastern Lesser Bamboo Lemur,Benevolent,N,1994-03-20,captive,2012-09-18,18.51,840,18.51
Eastern Lesser Bamboo Lemur,Benevolent,N,1994-03-20,captive,2012-09-18,18.51,780,18.51
Eastern Lesser Bamboo Lemur,Benevolent,N,1994-03-20,captive,2012-09-18,18.51,800,18.51
Eastern Lesser Bamboo Lemur,Benevolent-A,N,1997-04-02,captive,1997-04-02,0,38,0
Eastern Lesser Bamboo Lemur,Benevolent-B,N,1997-04-02,captive,1997-04-03,0,41,0
Eastern Lesser Bamboo Lemur,Benimble,N,1977-12-01,wild,1996-06-04,18.52,920,18.43
Eastern Lesser Bamboo Lemur,Benvenuto,N,1983-11-26,captive,1996-06-15,12.56,850,12.56
Eastern Lesser Bamboo Lemur,Bequick,N,1988-04-14,captive,2000-04-16,12.01,800,11.84
Eastern Lesser Bamboo Lemur,Bequick-A,N,1992-07-04,captive,1992-07-14,0.03,55.7,0.03
Eastern Lesser Bamboo Lemur,Bereft,N,1981-12-01,wild,1995-02-01,13.18,1050,13.1
Eastern Lesser Bamboo Lemur,Beserk,N,1998-09-11,captive,2014-01-02,15.32,860,15.32
Eastern Lesser Bamboo Lemur,Betsik,N,1984-12-01,wild,2007-12-07,23.03,950,18.96
Eastern Lesser Bamboo Lemur,Between,N,1992-05-03,captive,2003-04-29,10.99,960,4.41
Eastern Lesser Bamboo Lemur,Betwixt,N,1986-06-27,captive,1987-08-07,1.11,686,1.01
Eastern Lesser Bamboo Lemur,Beware,Y,1995-05-06,captive,NA,23.77,1580,23.74
Eastern Lesser Bamboo Lemur,Bewitched-A,N,1973-10-18,captive,1973-10-19,0,36,0
Eastern Lesser Bamboo Lemur,Bewitched-B,N,1976-06-10,captive,1976-06-12,0.01,37,0.01
Gray Mouse Lemur,Absinthe,N,1985-06-19,captive,1991-03-16,5.74,75,0.74
Gray Mouse Lemur,Agnus,Y,2013-08-07,captive,NA,5.5,111,5.47
Gray Mouse Lemur,Alfalfa,N,1997-07-15,captive,2009-06-04,11.9,65,11.68
Gray Mouse Lemur,Allspice,N,1980-08-08,captive,1987-07-22,6.96,139,5.3
Gray Mouse Lemur,Almut,N,1976-06-18,captive,1978-04-11,1.81,112,0.42
Gray Mouse Lemur,Ambrette,N,1984-06-30,captive,1989-07-12,5.04,97,1.44
Gray Mouse Lemur,Ambrosia,N,1982-08-16,captive,1987-11-10,5.24,84.5,1.55
Gray Mouse Lemur,Angelica,N,1985-06-20,captive,1999-01-12,13.57,80,13.56
Gray Mouse Lemur,Aril,N,1975-07-01,captive,1975-08-15,0.12,31,0.04
Gray Mouse Lemur,Arnica,N,2002-10-02,captive,2011-11-07,9.1,63,9.1
Gray Mouse Lemur,Asparagus,N,2008-05-30,captive,2015-08-05,7.19,70,7.19
Gray Mouse Lemur,Aster,N,2012-07-03,captive,NA,6.6,76,0.56
Gray Mouse Lemur,Barley,Y,2016-07-07,captive,NA,2.59,103,2.55
Gray Mouse Lemur,Basil,N,2001-08-08,captive,2010-09-28,9.15,86,9.15
Gray Mouse Lemur,Bee Balm,Y,2018-07-24,captive,NA,0.54,66,0.48
Gray Mouse Lemur,Begonia,Y,2012-07-31,captive,NA,6.52,96,6.48
Gray Mouse Lemur,Bergamot,N,1985-09-15,captive,1989-05-01,3.63,45,0.35
Gray Mouse Lemur,Betony,N,1983-06-13,captive,1984-07-23,1.11,92,0.72
Gray Mouse Lemur,Bitters,N,1985-07-03,captive,1996-05-07,10.85,70,10.76
Gray Mouse Lemur,Blackberry,N,2012-06-05,captive,2018-02-02,5.67,101,5.66
Gray Mouse Lemur,Bluebell,Y,2012-06-05,captive,NA,6.68,89,6.66
Gray Mouse Lemur,Borage,N,1983-06-13,captive,1984-09-17,1.27,90.7,1.27
Gray Mouse Lemur,Bottom,N,1980-08-16,captive,1996-02-14,15.51,90,5.41
Gray Mouse Lemur,Briony,N,2012-07-03,captive,2018-04-06,5.76,72,5.76
Gray Mouse Lemur,Buckthorn,N,1987-06-16,captive,1998-12-06,11.48,58,10.01
Gray Mouse Lemur,Buckwheat,N,2012-06-23,captive,NA,6.63,81,4.28
Gray Mouse Lemur,Bud,N,1976-06-16,captive,1976-06-26,0.03,19,0.02
Gray Mouse Lemur,Bulrush,Y,2012-08-10,captive,NA,6.5,77,6.46
Gray Mouse Lemur,Burian,N,1975-06-24,captive,1978-04-09,2.79,57,0.16
Gray Mouse Lemur,Burnet,N,1984-07-07,captive,1995-01-01,10.49,97,1.54
Gray Mouse Lemur,Butterbur,Y,2010-06-10,captive,NA,8.67,79,8.62
Gray Mouse Lemur,Buttercup,N,1971-03-18,captive,1980-05-09,9.15,104,6.53
Gray Mouse Lemur,Butternut,Y,2011-08-15,captive,NA,7.48,82,7.43
Gray Mouse Lemur,Calabash,N,1987-08-04,captive,1993-05-18,5.79,65,4.06
Gray Mouse Lemur,Calendula,N,2008-05-25,captive,2018-08-20,10.24,66,10.24
Gray Mouse Lemur,Camphor,N,1985-07-03,captive,NA,1.78,88,0.55
Gray Mouse Lemur,Capers,N,1984-08-25,captive,1990-12-07,6.29,92,1.39
Gray Mouse Lemur,Caraway,N,1982-06-21,captive,NA,7.47,95,7.25
Gray Mouse Lemur,Caraway-A,N,1984-06-23,captive,1984-07-06,0.04,11.2,0.01
Gray Mouse Lemur,Cardamon,N,1983-06-14,captive,1990-09-08,7.24,91,6.27
Gray Mouse Lemur,Cascarilla,N,1984-06-30,captive,1994-04-06,9.77,115,1.37
Gray Mouse Lemur,Cassia,N,1984-08-25,captive,1992-02-23,7.5,95,1.41
Gray Mouse Lemur,Cayenne,N,1997-06-16,captive,2005-03-24,7.78,97,7.78
Gray Mouse Lemur,Celery,N,1983-12-01,captive,1991-10-02,7.84,72,7.69
Gray Mouse Lemur,Chamomile,N,1986-07-03,captive,1994-09-04,8.18,88,7.88
Gray Mouse Lemur,Chicory,N,1981-07-02,captive,1989-01-08,7.53,96.5,3.54
Gray Mouse Lemur,Cholula,Y,2016-07-07,captive,NA,2.59,82,2.55
Gray Mouse Lemur,Cilantro,N,2001-07-27,captive,2012-10-21,11.24,51,11.24
Gray Mouse Lemur,Cinchona,N,1984-08-25,captive,1989-09-08,5.04,91,1.39
Gray Mouse Lemur,Cinnamon,N,1984-06-23,captive,1987-07-10,3.05,14.2,0.01
Gray Mouse Lemur,Citronella,N,1987-08-04,captive,1992-04-15,4.7,77.1,4.7
Gray Mouse Lemur,Clary,N,1987-08-04,captive,1995-10-25,8.23,60,5.08
Gray Mouse Lemur,Clove,N,1984-06-23,captive,1994-04-14,9.81,10,0.01
Gray Mouse Lemur,Clover,N,1981-07-02,captive,1981-09-06,0.18,13.5,0.04
Gray Mouse Lemur,Cobweb,N,1964-12-01,wild,1980-11-05,15.94,90,15.61
Gray Mouse Lemur,Coca,N,1988-09-22,captive,1995-03-31,6.52,63,6.52
Gray Mouse Lemur,Columbine,N,1981-08-01,captive,1991-11-05,10.27,115,4.47
Gray Mouse Lemur,Coriander,N,1981-07-02,captive,1985-05-31,3.92,86,3.62
Gray Mouse Lemur,Cornsilk,N,1995-07-11,captive,2003-07-27,8.05,60,8.05
Gray Mouse Lemur,Cosmos,N,1983-05-28,captive,1993-07-14,10.14,110,2.53
Gray Mouse Lemur,Cowslip,N,1977-09-05,captive,1982-11-27,5.23,88,2.84
Gray Mouse Lemur,Creeping Jenny,N,2012-08-10,captive,2017-04-23,4.7,77,4.67
Gray Mouse Lemur,Cress,N,1985-07-27,captive,1995-01-01,9.44,52,6.21
Gray Mouse Lemur,Croton,N,1986-09-01,captive,1993-03-31,6.58,81,6.21
Gray Mouse Lemur,Cumin,N,1981-12-24,captive,1984-09-22,2.75,60.6,2.75
Gray Mouse Lemur,Curry,N,1982-08-28,captive,NA,7.28,78,7.07
Gray Mouse Lemur,Daikon,N,2012-07-03,captive,2018-11-26,6.4,63,6.4
Gray Mouse Lemur,Dandelion,N,1971-03-18,captive,1983-08-23,12.44,72.5,10.89
Gray Mouse Lemur,Dianthus,N,1987-08-04,captive,1998-02-01,10.5,50,5.29
Gray Mouse Lemur,Dill,N,1981-06-22,captive,1981-08-25,0.18,15.5,0.02
Gray Mouse Lemur,Dill,N,1981-06-22,captive,1981-08-25,0.18,16.3,0.02
Gray Mouse Lemur,Dittany,N,1982-08-15,captive,1994-12-15,12.34,58,12.33
Gray Mouse Lemur,Divina,N,1984-07-07,captive,1992-10-19,8.29,66,1.54
Gray Mouse Lemur,Dogbane,Y,2012-06-14,captive,NA,6.65,96,6.61
Gray Mouse Lemur,Dot,N,1962-12-01,wild,1978-09-10,15.79,92,15.64
Gray Mouse Lemur,Eglantine,N,1980-07-16,captive,1995-07-27,15.04,60,14.94
Gray Mouse Lemur,Everlasting,N,1986-09-05,captive,NA,3.26,84,3.14
Gray Mouse Lemur,Fennel,N,1981-08-01,captive,1984-12-03,3.34,57,3.32
Gray Mouse Lemur,Filbert,N,2013-06-18,captive,2018-08-22,5.18,74,5.15
Gray Mouse Lemur,Finnochio,N,1983-09-02,captive,1991-02-03,7.43,43,7.43
Gray Mouse Lemur,Fleabane,N,1986-07-21,captive,2001-09-19,15.18,40,15.14
Gray Mouse Lemur,Fleabane,N,1986-07-21,captive,2001-09-19,15.18,45,15.14
Gray Mouse Lemur,Florence,N,1985-08-14,captive,NA,1.67,89,0.32
Gray Mouse Lemur,Floretta,N,2013-08-07,captive,NA,5.5,101,3.54
Gray Mouse Lemur,Flute,N,1977-08-13,captive,1983-04-04,5.64,79,2.99
Gray Mouse Lemur,Foxglove,Y,2012-06-23,captive,NA,6.63,97,6.59
Gray Mouse Lemur,Frankincens,N,1983-12-01,captive,1988-06-26,4.57,46,4.57
Gray Mouse Lemur,Fuggles,Y,2011-06-07,captive,NA,7.67,99,7.62
Gray Mouse Lemur,Galbanum,N,1984-06-30,captive,1996-07-03,12.02,64,11.84
Gray Mouse Lemur,Garlic,N,1981-08-01,captive,1996-04-16,14.72,82,14.65
Gray Mouse Lemur,Geo,N,1976-05-21,captive,1986-11-04,10.46,93,10.46
Gray Mouse Lemur,Ginger,N,1984-06-23,captive,1990-05-24,5.92,58,5.92
Gray Mouse Lemur,Gobo,N,2012-07-03,captive,NA,6.6,88,4.64
Gray Mouse Lemur,Goosegrass,N,1987-06-06,captive,1996-01-25,8.64,69,8.62
Gray Mouse Lemur,Gully Gum,N,1986-06-24,captive,NA,3.46,89,3.24
Gray Mouse Lemur,Gumbo,N,2014-06-18,captive,NA,4.64,72,2.28
Gray Mouse Lemur,Hazel,Y,2010-06-09,captive,NA,8.67,90,8.63
Gray Mouse Lemur,Heinz,Y,2012-06-25,captive,NA,6.62,105,6.59
Gray Mouse Lemur,Hemp,N,1990-08-24,captive,2005-03-11,14.56,46,14.55
Gray Mouse Lemur,Hemp,N,1990-08-24,captive,2005-03-11,14.56,45,14.55
Gray Mouse Lemur,Henrie,N,1973-12-01,wild,1983-08-10,9.7,110.6,8.18
Gray Mouse Lemur,Hops,N,1984-08-25,captive,NA,5.29,71,5.07
Gray Mouse Lemur,Hops Ii,Y,2016-07-07,captive,NA,2.59,96,2.53
Gray Mouse Lemur,Horehound,N,1982-12-01,captive,1984-11-05,1.93,67.2,1.87
Gray Mouse Lemur,Horsemint,N,1985-09-15,captive,1989-05-18,3.67,49,0.35
Gray Mouse Lemur,Hottentot,N,1986-09-05,captive,NA,3.26,66,3.14
Gray Mouse Lemur,Huckleberry,Y,2012-07-03,captive,NA,6.6,81,6.55
Gray Mouse Lemur,Hurtleberry,Y,2010-06-10,captive,NA,8.67,89,8.62
Gray Mouse Lemur,Hyssop,N,1981-12-30,captive,1992-08-31,10.68,56,10.66
Gray Mouse Lemur,Immortelle,N,1986-09-05,captive,1997-04-20,10.63,65,4.97
Gray Mouse Lemur,Ivy,N,1987-08-04,captive,NA,2.35,68,2.13
Gray Mouse Lemur,Jasmine,N,1980-10-18,captive,1989-08-03,8.8,137,5.24
Gray Mouse Lemur,Jicama,Y,2014-06-18,captive,NA,4.64,103,4.61
Gray Mouse Lemur,Joe Pye Weed,Y,2011-06-09,captive,NA,7.67,94,7.63
Gray Mouse Lemur,Juneberry,Y,2012-08-10,captive,NA,6.5,114,6.44
Gray Mouse Lemur,Kola,N,1985-08-14,captive,1998-08-06,12.99,71,0.32
Gray Mouse Lemur,Kudzu,N,1997-06-16,captive,2009-04-28,11.87,58,11.76
Gray Mouse Lemur,Kudzu,N,1997-06-16,captive,2009-04-28,11.87,62,11.76
Gray Mouse Lemur,Lad's Love,N,1986-07-21,captive,NA,3.38,72,2.79
Gray Mouse Lemur,Lavender,N,1986-07-03,captive,NA,3.43,59,3.27
Gray Mouse Lemur,Lee,N,1976-05-21,captive,1988-09-24,12.35,99,9.66
Gray Mouse Lemur,Leek,N,1981-12-01,captive,1987-06-12,5.53,47,3.52
Gray Mouse Lemur,Lichen,N,1986-09-13,captive,1997-10-26,11.13,49.5,11.13
Gray Mouse Lemur,Linaloe,N,1986-07-21,captive,NA,3.38,79,2.79
Gray Mouse Lemur,Loblolly,Y,2011-07-03,captive,NA,7.6,105,7.56
Gray Mouse Lemur,Mace,N,1984-07-01,captive,1990-06-13,5.95,123,1.44
Gray Mouse Lemur,Mad,N,1974-07-18,captive,1984-10-24,10.28,100,9.07
Gray Mouse Lemur,Maize,N,1990-08-24,captive,1996-11-27,6.27,54,2.23
Gray Mouse Lemur,Malabarla,N,1984-07-27,captive,1989-05-01,4.76,118,1.48
Gray Mouse Lemur,Marigold,N,1985-09-15,captive,1993-08-27,7.95,56,7.95
Gray Mouse Lemur,Meadowsweet,N,1985-05-26,captive,1986-07-03,1.1,102.5,0.64
Gray Mouse Lemur,Milkweed,N,1995-07-11,captive,2001-12-14,6.43,54,0.81
Gray Mouse Lemur,Mint,N,1982-06-21,captive,1994-03-11,11.73,62.4,11.73
Gray Mouse Lemur,Montague,Y,2011-08-24,captive,NA,7.46,92,7.42
Gray Mouse Lemur,Mrs Dash,N,2006-06-26,captive,2016-10-25,10.34,84,10.3
Gray Mouse Lemur,Mushmelon,Y,2014-06-18,captive,NA,4.64,95,4.6
Gray Mouse Lemur,Musk Rose,N,1995-02-13,captive,2008-12-02,13.81,55,13.81
Gray Mouse Lemur,Must,N,1974-07-18,captive,1984-04-30,9.79,118,9.32
Gray Mouse Lemur,Nettle,N,2011-08-24,captive,2018-01-29,6.44,60,6.44
Gray Mouse Lemur,Nettle-A,N,2015-06-14,captive,2015-06-18,0.01,4.74,0.01
Gray Mouse Lemur,Nightshade,N,1987-08-04,captive,1994-05-11,6.77,45.5,6.58
Gray Mouse Lemur,Nindi,N,1987-06-20,captive,1995-09-11,8.23,70,5.41
Gray Mouse Lemur,Nugget,N,2011-06-07,captive,NA,7.67,71,5.33
Gray Mouse Lemur,Nutmeg,N,1983-06-14,captive,1995-10-31,12.39,57,12.24
Gray Mouse Lemur,Olea,N,1987-07-23,captive,2000-01-26,12.52,108,5.32
Gray Mouse Lemur,Oleander,Y,2008-05-26,captive,NA,10.71,96,10.67
Gray Mouse Lemur,Olive,N,1987-07-23,captive,NA,6.55,66,4.22
Gray Mouse Lemur,Oregano,N,1980-07-07,captive,1989-12-11,9.44,79,9.21
Gray Mouse Lemur,Orris,N,1982-08-16,captive,1988-01-21,5.44,66,5.3
Gray Mouse Lemur,Orville,N,2002-07-29,captive,2013-05-03,10.77,62,10.77
Gray Mouse Lemur,Paprika,N,1984-07-07,captive,1993-04-22,8.8,106,1.42
Gray Mouse Lemur,Parsley,N,1983-07-04,captive,1995-04-24,11.81,63,11.81
Gray Mouse Lemur,Patchouli,N,1994-06-17,captive,2005-09-24,11.28,73,2.07
Gray Mouse Lemur,Pennyroyal,N,1985-07-03,captive,1994-05-29,8.91,85,0.55
Gray Mouse Lemur,Pepper,N,1980-10-18,captive,1989-06-19,8.67,58,8.55
Gray Mouse Lemur,Periwinkle,N,2000-08-11,captive,2010-10-12,10.18,79,10.18
Gray Mouse Lemur,Pesto,Y,2008-06-04,captive,NA,10.68,85,10.64
Gray Mouse Lemur,Pimento,Y,2008-06-16,captive,NA,10.65,119,10.61
Gray Mouse Lemur,Pipkin,Y,2012-06-05,captive,NA,6.68,79,6.64
Gray Mouse Lemur,Pipsissewa,N,1986-06-26,captive,1997-08-16,11.15,70,11.1
Gray Mouse Lemur,Pipsissewa-A,N,1988-09-22,captive,1988-09-26,0.01,6,0
Gray Mouse Lemur,Pistachio,N,2014-06-18,captive,NA,4.64,70,2.3
Gray Mouse Lemur,Poblano,Y,2008-06-06,captive,NA,10.68,109,10.64
Gray Mouse Lemur,Pod,N,1975-07-01,captive,1983-05-11,7.87,114.8,6.94
Gray Mouse Lemur,Poppy,N,1974-09-30,captive,1983-07-11,8.78,120,5.78
Gray Mouse Lemur,Prickly Pear,Y,2013-08-31,captive,NA,5.44,97,5.41
Gray Mouse Lemur,Pumpernickel,Y,2018-07-24,captive,NA,0.54,67,0.48
Gray Mouse Lemur,Pyramus,N,1980-07-16,captive,1991-10-22,11.27,65,11.15
Gray Mouse Lemur,Quince,N,1977-08-13,captive,1987-09-14,10.09,114,8.29
Gray Mouse Lemur,Rennet,N,1987-06-17,captive,1995-07-17,8.09,54,5.42
Gray Mouse Lemur,Rosehip,N,1994-06-17,captive,2006-10-17,12.34,65,12.02
Gray Mouse Lemur,Rosemary,N,1979-06-23,captive,1984-06-08,4.96,58,4.45
Gray Mouse Lemur,Rosha,N,1987-10-01,captive,1993-10-24,6.07,70,6.02
Gray Mouse Lemur,Rue,N,1985-06-20,captive,1989-08-23,4.18,87,2.78
Gray Mouse Lemur,Saffron,N,1984-07-01,captive,1997-11-12,13.38,145,1.44
Gray Mouse Lemur,Sage,N,1982-08-15,captive,1995-01-01,12.39,103,3.44
Gray Mouse Lemur,Scuppernong,N,2013-06-18,captive,2017-06-30,4.04,73,4.04
Gray Mouse Lemur,Seed,N,1974-07-18,captive,1979-09-09,5.15,59,0.21
Gray Mouse Lemur,Shallot,N,1982-08-16,captive,1984-10-06,2.14,48.2,2.14
Gray Mouse Lemur,Shamrock,N,1990-08-24,captive,2000-06-29,9.85,58,2.23
Gray Mouse Lemur,Shiso,Y,2012-07-03,captive,NA,6.6,92,6.59
Gray Mouse Lemur,Snapdragon,Y,2011-07-03,captive,NA,7.6,111,7.56
Gray Mouse Lemur,Snout,N,1977-08-13,captive,1995-07-27,17.96,81,8.44
Gray Mouse Lemur,Snug,N,1981-06-03,captive,1989-10-17,8.38,64,8.3
Gray Mouse Lemur,Sorrel,N,1985-05-26,captive,1994-08-30,9.27,63,8.98
Gray Mouse Lemur,Spalt,Y,2011-06-07,captive,NA,7.67,85,7.62
Gray Mouse Lemur,Sproles,N,2012-07-03,captive,NA,6.6,67,0.56
Gray Mouse Lemur,Sriracha,Y,2014-06-18,captive,NA,4.64,107,4.61
Gray Mouse Lemur,Staghorn,N,1985-08-14,captive,NA,3.22,49,0.32
Gray Mouse Lemur,Starveling,N,1980-08-16,captive,1986-12-29,6.37,109,3.24
Gray Mouse Lemur,Storax,N,1984-08-25,captive,1989-08-27,5.01,75.2,0.66
Gray Mouse Lemur,Sunflower,N,1981-07-02,captive,1991-08-30,10.17,51,10.1
Gray Mouse Lemur,Sweet Annie,Y,2011-06-09,captive,NA,7.67,113,7.61
Gray Mouse Lemur,Sweetwood,N,1986-09-01,captive,2002-04-06,15.61,48,15.61
Gray Mouse Lemur,Tansy,N,1985-05-26,captive,1993-10-05,8.37,105,0.64
Gray Mouse Lemur,Tarragon,N,1984-07-07,captive,NA,7.58,69,7.05
Gray Mouse Lemur,Teaberry,N,1986-07-01,captive,1996-09-30,10.26,72,10.21
Gray Mouse Lemur,Teazel,Y,2018-07-24,captive,NA,0.54,66,0.48
Gray Mouse Lemur,Texas Pete,Y,2012-08-10,captive,NA,6.5,96,6.46
Gray Mouse Lemur,Thisby,N,1980-07-16,captive,1987-12-18,7.43,108,5.53
Gray Mouse Lemur,Thistle,Y,2011-07-21,captive,NA,7.55,105,7.5
Gray Mouse Lemur,Timothy,Y,2017-08-08,captive,NA,1.5,118,1.48
Gray Mouse Lemur,Tobacco,N,2011-08-15,captive,2013-02-11,1.5,55,1.49
Gray Mouse Lemur,Turtlebloom,N,2010-06-10,captive,NA,8.67,72,2.68
Gray Mouse Lemur,Tyme,N,1981-06-03,captive,1991-10-14,10.37,75,10.2
Gray Mouse Lemur,Tzatziki,Y,2011-08-15,captive,NA,7.48,88,7.45
Gray Mouse Lemur,Vanilla,N,1984-07-06,captive,1994-07-08,10.01,69,10.01
Gray Mouse Lemur,Violet,N,1979-09-06,captive,1989-07-02,9.83,91.5,4.5
Gray Mouse Lemur,Virginia Creeper,Y,2012-07-31,captive,NA,6.52,111,6.51
Gray Mouse Lemur,Wandering Willie,Y,2014-08-07,captive,NA,4.5,100,4.49
Gray Mouse Lemur,Wasabi,Y,2008-05-30,captive,NA,10.7,88,10.66
Gray Mouse Lemur,Wil,N,1976-05-21,captive,1983-01-01,6.62,130,4.13
Gray Mouse Lemur,Wilbur,N,2002-07-29,captive,2012-10-03,10.19,98,10.14
Gray Mouse Lemur,Wintergreen,N,1995-07-11,captive,2005-10-26,10.3,75,10.3
Gray Mouse Lemur,Woodbine,N,1979-09-06,captive,1988-01-01,8.33,104,6.48
Gray Mouse Lemur,Woodruff,N,1982-12-01,captive,1991-05-05,8.43,65,8.43
Gray Mouse Lemur,Wormwood,N,2007-05-26,captive,2017-01-06,9.62,95,9.62
